Event ID,Event Date,Start Time,End Time,Event Name,Event Short Name,Event Description,Event Location,Admission,Alternate Event Location
3182,01/08/2016,8:00 AM,5:00 PM,Dr. Martin Luther King  Jr. Art Exhibition,MLK Art Exhibition,Student Art display,South End Concourse,FREE, 
3155,01/06/2016,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3183,01/02/2016,11:00 AM,1:00 PM,Kimmie Meissner 2006 World Champion Guest Appearance,Kimmie Meissner Appearanc,Meet and Greet with Kimmie Meissner.  The 2006 World Champion Figure Skater.  Bring your skates and meet Kimmie Meissner.  No Skates  No Problem.  Rentals are only $4.00 for Adults and $3.00 for 12 and under.,Empire State Plaza Ice Skating Rink,Free, 
3088,01/01/2016, , ,HAPPY NEW YEAR,HAPPY NEW YEAR,HAPPY 2016!,, , 
3155,12/30/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3179,12/29/2015,11:00 AM,4:30 PM,Ice Rink Is Closed Due to Weather Conditions,Rink Closed - WEATHER,Due to the warm weather conditions the rink is shut down for the evening.  Please check daily for Closures.  Thank you.,Ice Rink out on the Plaza,FREE, 
3181,12/29/2015,6:00 PM,8:00 PM,CDTA Family Skate Night,CDTA Family Skate Night, ,Empire State Plaza Skate Rink,Free with CDTA Employee ID, 
3105,12/25/2015, , ,Holiday,Holiday, ,, , 
3179,12/24/2015,11:00 AM,8:00 PM,Ice Rink Is Closed Due to Weather Conditions,Rink Closed - WEATHER,Due to the warm weather conditions the rink is shut down for the evening.  Please check daily for Closures.  Thank you.,Ice Rink out on the Plaza,FREE, 
3178,12/23/2015,12:00 PM,1:00 PM,Ravena Coeymans Selkirk Central School District,Ravena Coeymans Selkirk,Come see the Ravena Coeymans Selkirk Central School District perform!,South End Concourse,Free, 
3155,12/23/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3177,12/22/2015,12:00 PM,1:00 PM,Lansingburgh Jazz Ensemble & Chorus,Lansingburgh Jazz Ensembl,Come see the Lansingburgh Jazz Ensemble & Chorus perform!,South-End Concourse,FREE, 
3179,12/22/2015,11:00 AM,8:00 PM,Ice Rink Is Closed Due to Weather Conditions,Rink Closed - WEATHER,Due to the warm weather conditions the rink is shut down for the evening.  Please check daily for Closures.  Thank you.,Ice Rink out on the Plaza,FREE, 
3175,12/21/2015,11:00 AM,12:00 PM,Millbrook Middle School Select Chorus/Millbrook High School Madrigal Choir,Milllbrood MS Chorus,Come see the Millbrook Middle School Select Chorus/Millbrook High School Madrigal Choir perform!,South-End Concourse,FREE, 
3176,12/21/2015,12:15 PM,1:15 PM,Goff Middle School Jazz Band and Chamber Ensembles (East Greenbush CSD),Goff MS Jazz Band,Come see Goff Middle School Jazz Band and Chamber Ensembles (East Greenbush C.S.D),South-End Concourse,FREE, 
3180,12/19/2015,9:00 AM,11:00 AM,Try Hockey for Free,Try Hockey for Free, ,Ice Rink Empire State Plaza,Free- Pre-registration is required., 
3168,12/16/2015,10:00 am,3:00 pm,2015 Santa Sale,Santa Sale,Craft Show of commercial merchandise vendors in a series of special holiday sales at the Empire State Plaza.,South Concourse,Free, 
3155,12/16/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3168,12/15/2015,10:00 am,3:00 pm,2015 Santa Sale,Santa Sale,Craft Show of commercial merchandise vendors in a series of special holiday sales at the Empire State Plaza.,South Concourse,Free, 
3172,12/14/2015,12:00 PM,1:00 PM,Farnsworth Middle School Band and Choir,Farnsworth MS Band,Come see Farns Worth Middle School Band perform!,South-End Concourse,FREE, 
3179,12/14/2015,5:00PM,8:00 PM,Ice Rink Is Closed Due to Weather Conditions,Rink Closed - WEATHER,Due to the warm weather conditions the rink is shut down for the evening.  Please check daily for Closures.  Thank you.,Ice Rink out on the Plaza,FREE, 
3168,12/11/2015,10:00 am,3:00 pm,2015 Santa Sale,Santa Sale,Craft Show of commercial merchandise vendors in a series of special holiday sales at the Empire State Plaza.,South Concourse,Free, 
3168,12/10/2015,10:00 am,3:00 pm,2015 Santa Sale,Santa Sale,Craft Show of commercial merchandise vendors in a series of special holiday sales at the Empire State Plaza.,South Concourse,Free, 
3167,12/10/2015,10:00 am,2:00 pm,Community Holiday Sale,Community Sale,Join us at the Empire State Plaza's Community Holiday Sale!  This 2-day seasonal Holiday Sale will feature not-for-profit organizations.  Come out and support this annual fund-raising event!,South Concourse,Free, 
3155,12/09/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3167,12/09/2015,10:00 am,2:00 pm,Community Holiday Sale,Community Sale,Join us at the Empire State Plaza's Community Holiday Sale!  This 2-day seasonal Holiday Sale will feature not-for-profit organizations.  Come out and support this annual fund-raising event!,South Concourse,Free, 
3170,12/06/2015,10:00 AM,6:00 PM,Great Train Extravaganza 2015,Great Train Extravaganza,Trains  Trains and more Trains.  Come and bring the Family to this Great Train Extravaganza.,Convention Center,FREE, 
3154,12/06/2015,3:00 PM,8:00 PM,Tree Lighting on the Plaza,Tree Lighting,Lights lit up on the Holiday Tree and fireworks in the sky.  Come celebrate the Tree Lightin Ceremony and let the Holidays begin!,Empire State Plaza Outside on the Plaza,Free, 
3151,12/04/2015,11:00 AM,8:00 PM,Ice Rink Opens,Ice Rink Opens, ,Outside on the Plaza,Free Skating and Free Rentals on Friday Rentals $3.00 Kids and $4.00 Adults, 
3171,12/04/2015,12:00 PM,1:00 PM,Albany Community Charter School Band,ACCS Band,Come see the Albany Community Charter School Band perform!,South End Concourse,Free, 
3168,12/04/2015,10:00 am,3:00 pm,2015 Santa Sale,Santa Sale,Craft Show of commercial merchandise vendors in a series of special holiday sales at the Empire State Plaza.,South Concourse,Free, 
3168,12/03/2015,10:00 am,3:00 pm,2015 Santa Sale,Santa Sale,Craft Show of commercial merchandise vendors in a series of special holiday sales at the Empire State Plaza.,South Concourse,Free, 
3166,12/03/2015,10:00 am,2:00 pm,Senior Holiday Sale,Senior Sale,Featuring unique handmade crafts by local area senior citizens.,South Concourse,Free, 
3166,12/02/2015,10:00 am,2:00 pm,Senior Holiday Sale,Senior Sale,Featuring unique handmade crafts by local area senior citizens.,South Concourse,Free, 
3155,12/02/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3106,11/26/2015,1:00 PM,5:00 PM,Happy Thanksgiving,Happy Thanksgiving, ,, , 
3155,11/24/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3162,11/20/2015,5:30 PM,10:30 PM,Beaujolais Nouveau Wine Celebration 2015 - 21st Annual Event,Beaujolais 2015,Wine Celebration 2015,Convention Center at the Empire State Plaza,$85.00 for Standard Ticket See website to register, 
3163,11/18/2015,10:00 AM,2:00 PM,Harvest Festival 2015,Harvest Fest,Commercial and Craft vendors  Food by Mazzone and Music by Wayne Lane.  In conjunction with Farmers Market For more information  please contact Garrett Charland at: (518)408-1811 or E-Mail: Garrett.Charland@ogs.ny.gov,South Concourse Empire State Plaza,Free, 
3155,11/18/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3150,11/11/2015,9:00 AM,5:00 PM,Veterans Day 2015,Veterans Day 2015,Veterans Day is a public holiday that is dedicated to honoring anyone who has served in the United States military. The holiday began as a day to remember the end of World War I and was declared a holiday by President Woodrow Wilson in 1919. Originally known as Armistice Day  the holiday became Veterans Day in 1954,, , 
3155,11/10/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3169,11/08/2015,10:00 AM,5:00 PM,Ski & Snowboard Expo 2015,Ski & Snowboard Expo 2015,This three day event will take care of any winter blues you may have.  Be the first 400 and get a free ski lift each day.,Convention Center at the Empire State Plaza,FREE, 
3169,11/07/2015,10:00 AM,6:00 PM,Ski & Snowboard Expo 2015,Ski & Snowboard Expo 2015,This three day event will take care of any winter blues you may have.  Be the first 400 and get a free ski lift each day.,Convention Center at the Empire State Plaza,FREE, 
3169,11/06/2015,4:00 PM,9:00 PM,Ski & Snowboard Expo 2015,Ski & Snowboard Expo 2015,This three day event will take care of any winter blues you may have.  Be the first 400 and get a free ski lift each day.,Convention Center at the Empire State Plaza,FREE, 
3104,11/06/2015,10:00 AM,4:00 PM,Helping Through Books and Music,Helping Thru Books,New and used books at huge discount prices. Proceeds raised are donated to the AIDS Council of Northeastern NY to help meet emergency financial needs of their clients.,South Concourse,Free, 
3104,11/05/2015,10:00 AM,4:00 PM,Helping Through Books and Music,Helping Thru Books,New and used books at huge discount prices. Proceeds raised are donated to the AIDS Council of Northeastern NY to help meet emergency financial needs of their clients.,South Concourse,Free, 
3104,11/04/2015,10:00 AM,4:00 PM,Helping Through Books and Music,Helping Thru Books,New and used books at huge discount prices. Proceeds raised are donated to the AIDS Council of Northeastern NY to help meet emergency financial needs of their clients.,South Concourse,Free, 
3155,11/04/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3104,11/03/2015,10:00 AM,4:00 PM,Helping Through Books and Music,Helping Thru Books,New and used books at huge discount prices. Proceeds raised are donated to the AIDS Council of Northeastern NY to help meet emergency financial needs of their clients.,South Concourse,Free, 
3155,10/28/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3148,10/25/2015,12:00 PM,5:00 PM,44th Annual Festival of Nations,44th Fest of Nations, ,Empire State Plaza Convention Center,Adults $5.00 and Children (3-12) $2.00, 
3158,10/22/2015,10:00 AM,2:00 PM,Mystic Fair 2015,Mystic Fair 2015,This annual  and greatly anticipated  two day event offers providers of holistic goods and services an opportunity to display  sample and sell at the Empire State Plaza.  Come see the Astrologists  Psychics; along with  many mind  body and Spirit items and services.  All waiting for you to come join the fun and festivities.,Empire State Plaza - Southern Concourse,FREE, 
3158,10/21/2015,10:00 AM,2:00 PM,Mystic Fair 2015,Mystic Fair 2015,This annual  and greatly anticipated  two day event offers providers of holistic goods and services an opportunity to display  sample and sell at the Empire State Plaza.  Come see the Astrologists  Psychics; along with  many mind  body and Spirit items and services.  All waiting for you to come join the fun and festivities.,Empire State Plaza - Southern Concourse,FREE, 
